car_model,year,model,version,door_count,nr_seats,color,gearbox,engine_capacity,engine_power,transmission,fuel_type,body_type,new_used,mileage,no_accident,country_origin,has_registration,registered,price
citroen,2008,C5,2.0i 16V Exclusive,5,5,Czarny,Manualna,1 997 cm3,140 KM,Na przednie koła,Benzyna+LPG,Sedan,Używany,256 000 km,,,Tak,Tak,19 800
citroen,2019,C4 SpaceTourer,1.5 BlueHDi More Life S&S EAT8,5,5,Brązowy,Automatyczna,1 499 cm3,130 KM,Na przednie koła,Diesel,Minivan,Używany,129 000 km,,,Tak,,54 300
citroen,2013,DS4,VTi 120 Urban Show,5,5,Czarny,Manualna,1 598 cm3,120 KM,Na przednie koła,Benzyna,Kompakt,Używany,168 000 km,Tak,Belgia,Tak,,32 900
citroen,2012,DS4,BlueHDi 120 S&S Business Class,5,5,Inny kolor,Manualna,1 560 cm3,120 KM,Na przednie koła,Diesel,Kompakt,Używany,94 797 km,Tak,Polska,Tak,Tak,32 900
citroen,2019,C3 Aircross,1.2 PureTech Feel S&S,5,5,Czerwony,Manualna,1 199 cm3,110 KM,Na przednie koła,Benzyna,SUV,Używany,96 985 km,Tak,Polska,Tak,Tak,46 900
citroen,2009,C4,1.6 VTi Impress,5,5,Szary,Manualna,1 598 cm3,120 KM,Na przednie koła,Benzyna,Kompakt,Używany,144 000 km,,,Tak,,12 900
citroen,2013,C4 Picasso,1.6 VTi Attraction,5,7,Czarny,Manualna,1 598 cm3,120 KM,Na przednie koła,Benzyna,Kombi,Używany,153 000 km,,Szwajcaria,Tak,Tak,24 900
citroen,2008,C4,1.6 HDi SX Pack MCP,5,5,Czerwony,Automatyczna,1 560 cm3,110 KM,Na przednie koła,Diesel,Auta miejskie,Używany,228 488 km,,Polska,Tak,Tak,7 900
citroen,2024,Berlingo,MPV M 1.5 BlueHDI Plus S&S N1,5,5,Zielony,Manualna,1 499 cm3,130 KM,Na przednie koła,Diesel,Minivan,Nowy,2 km,Tak,,,,119 790
citroen,2022,Berlingo,M 1.5 BlueHDI Shine S&S,5,5,Inny kolor,Manualna,1 499 cm3,102 KM,Na przednie koła,Diesel,Minivan,Używany,28 000 km,Tak,Polska,Tak,Tak,89 999
citroen,2007,C-Crosser,2.2 HDi Exclusive,5,7,Srebrny,Manualna,2 179 cm3,156 KM,4x4 (stały),Diesel,SUV,Używany,291 537 km,Tak,,Tak,Tak,17 900
citroen,2011,Jumper,,4,,Srebrny,Manualna,2 990 cm3,180 KM,,Diesel,Minivan,Używany,380 000 km,Tak,Belgia,Tak,Tak,49 990
citroen,2011,C4,,5,5,Szary,Manualna,1 598 cm3,120 KM,Na przednie koła,Benzyna,Kompakt,Używany,155 000 km,Tak,Niemcy,Tak,Tak,19 800
citroen,2023,C3 Aircross,,5,5,Niebieski,Automatyczna,1 199 cm3,130 KM,Na przednie koła,Benzyna,SUV,Używany,3 214 km,Tak,Polska,Tak,Tak,79 900
citroen,2013,C4 Picasso,e-HDi 115 ETG6 Exclusive,5,5,Srebrny,Automatyczna,1 560 cm3,116 KM,Na przednie koła,Diesel,Minivan,Używany,208 000 km,,,Tak,,28 500
citroen,2024,C4,1.2 PureTech Max S&S EAT8,5,,Czarny,Automatyczna,1 199 cm3,130 KM,Na przednie koła,Benzyna,Kompakt,Nowy,5 000 km,Tak,,,,103 900
citroen,2007,Berlingo,,4,5,Beżowy,Manualna,1 560 cm3,75 KM,Na przednie koła,Diesel,Minivan,Używany,372 000 km,Tak,,Tak,Tak,7 900
citroen,2006,C5,2.0i 16V Exclusive,5,5,Czarny,Manualna,1 997 cm3,140 KM,Na przednie koła,Benzyna,Kombi,Używany,227 000 km,Tak,Holandia,Tak,Tak,7 999
citroen,2010,C5,1.6 THP 16V Confort,5,5,Czarny,Manualna,1 598 cm3,156 KM,Na przednie koła,Benzyna,Kombi,Używany,240 300 km,,,Tak,,15 900
citroen,2014,C4 Grand Picasso,1.6 HDi FAP (7-Sitzer) CoolTech,5,7,Inny kolor,Manualna,1 560 cm3,112 KM,Na przednie koła,Diesel,Minivan,Używany,190 000 km,Tak,,,,31 900
citroen,2019,C5 Aircross,1.6 PureTech Live EAT8,5,5,Inny kolor,Automatyczna,1 598 cm3,180 KM,Na przednie koła,Benzyna,SUV,Używany,80 000 km,,,,,35 000
citroen,2007,C5,2.0i 16V Exclusive,5,5,Srebrny,Automatyczna,1 997 cm3,140 KM,Na przednie koła,Benzyna,Sedan,Używany,180 237 km,Tak,Niemcy,Tak,Tak,11 900
citroen,2005,Xsara Picasso,1.8 16V SX,5,5,Bordowy,Manualna,1 749 cm3,117 KM,Na przednie koła,Benzyna,Minivan,Używany,172 000 km,,,Tak,,7 900
citroen,2006,Berlingo,II 1.6 HDi Multispace,5,5,Błękitny,Manualna,1 560 cm3,90 KM,Na przednie koła,Diesel,Minivan,Używany,262 000 km,Tak,,Tak,Tak,9 800
citroen,2019,C3,1.2 PureTech Feel,5,5,Zielony,Manualna,1 199 cm3,83 KM,Na przednie koła,Benzyna,Auta miejskie,Używany,58 100 km,,Włochy,Tak,Tak,39 900
citroen,2010,C4 Picasso,1.6 HDi Impress MCP,5,,Srebrny,Automatyczna,1 560 cm3,110 KM,,Diesel,Minivan,Używany,295 518 km,,Niemcy,Tak,Tak,16 900
citroen,2016,C5,,5,5,Czarny,Automatyczna,1 997 cm3,180 KM,Na przednie koła,Diesel,Sedan,Używany,172 000 km,,Niemcy,Tak,,42 900
citroen,2019,C3 Aircross,1.2 PureTech Feel S&S EAT6,5,5,Inny kolor,Automatyczna,1 199 cm3,110 KM,Na przednie koła,Benzyna,SUV,Używany,30 000 km,,Francja,Tak,,63 900
citroen,2022,C3,,5,5,Czarny,Automatyczna,1 199 cm3,110 KM,Na przednie koła,Benzyna,Kompakt,Używany,16 998 km,Tak,Polska,Tak,Tak,66 000
citroen,2014,C4 Picasso,1.6 THP Exclusive,5,5,Bordowy,Manualna,1 598 cm3,156 KM,,Benzyna,Minivan,Używany,91 000 km,,,Tak,,30 000
citroen,2007,Xsara Picasso,1.6 HDi Style,5,5,Szary,Manualna,1 560 cm3,90 KM,Na przednie koła,Diesel,Minivan,Używany,288 411 km,Tak,,Tak,Tak,8 300
citroen,2008,Berlingo,1.6 16V Multispace,5,,Złoty,Manualna,1 587 cm3,90 KM,Na przednie koła,Benzyna,Minivan,Używany,113 000 km,,,Tak,,19 900
citroen,2010,C4,VTi 120 Exclusive,5,5,Srebrny,Manualna,1 598 cm3,120 KM,Na przednie koła,Benzyna,Kompakt,Używany,153 989 km,Tak,Niemcy,Tak,,14 500
citroen,2003,C5,2.0 HDi Control+,5,5,Czerwony,Manualna,1 997 cm3,110 KM,Na przednie koła,Diesel,Sedan,Używany,300 000 km,,,Tak,,2 500
citroen,2010,C5,,5,5,Czarny,Automatyczna,1 598 cm3,156 KM,Na przednie koła,Benzyna,Kombi,Używany,196 430 km,,,,Tak,13 500
citroen,2010,C4 Picasso,2.0 HDi Exclusive,5,7,Srebrny,Manualna,1 997 cm3,150 KM,Na przednie koła,Diesel,Minivan,Używany,303 500 km,,,Tak,,14 900
citroen,2011,C1,1.0 Selection,5,4,Czarny,Manualna,998 cm3,68 KM,Na przednie koła,Benzyna,Auta małe,Używany,81 000 km,Tak,,Tak,Tak,12 900
citroen,2010,C4 Picasso,1.6 VTi Selection,5,5,Szary,Manualna,1 598 cm3,120 KM,Na przednie koła,Benzyna,Minivan,Używany,183 000 km,Tak,Niemcy,Tak,Tak,13 800
citroen,2018,C4 Grand Picasso,,5,7,Szary,Manualna,1 560 cm3,115 KM,Na przednie koła,Diesel,Minivan,Używany,104 650 km,,,,,59 900
citroen,2010,C3,1.6 VTi Exclusive,5,5,Błękitny,Manualna,1 598 cm3,120 KM,Na przednie koła,Benzyna,Auta miejskie,Używany,211 000 km,Tak,Niemcy,Tak,,17 500
citroen,2014,C3 Picasso,1.6 HDi Exclusive,5,,Szary,Manualna,1 560 cm3,92 KM,Na przednie koła,Diesel,Minivan,Używany,147 659 km,,,Tak,,22 800
citroen,2009,C4,1.4 16V Tonic,5,5,Srebrny,Manualna,1 360 cm3,88 KM,Na przednie koła,Benzyna,Kompakt,Używany,260 000 km,Tak,Holandia,Tak,Tak,11 900
citroen,2007,C4,,5,,Czarny,Manualna,1 397 cm3,95 KM,Na przednie koła,Benzyna,Auta małe,Używany,157 500 km,,,Tak,,5 300
citroen,2007,C3,,5,5,Szary,Manualna,1 398 cm3,68 KM,Na przednie koła,Diesel,Kompakt,Używany,143 522 km,,Polska,,Tak,8 500
citroen,2014,C5,HDi 115 FAP Tendance,4,5,Czarny,Manualna,1 560 cm3,114 KM,Na przednie koła,Diesel,Kombi,Używany,195 000 km,Tak,Belgia,Tak,,22 900
citroen,2010,C4,,5,5,Inny kolor,Manualna,1 598 cm3,120 KM,Na przednie koła,Benzyna,Kompakt,Używany,131 055 km,,,Tak,Tak,22 500
citroen,2012,C4,,5,5,Srebrny,Automatyczna,1 598 cm3,120 KM,Na przednie koła,Benzyna,Kompakt,Używany,45 000 km,,,,,29 900
citroen,2014,C3,1.2 VTi Selection,5,5,Granatowy,Manualna,1 199 cm3,82 KM,Na przednie koła,Benzyna,Kompakt,Używany,110 000 km,Tak,Polska,Tak,Tak,22 000
citroen,2014,Berlingo,1.6 HDi 90 FAP Multispace,5,5,Brązowy,Manualna,1 560 cm3,92 KM,Na przednie koła,Diesel,Minivan,Używany,164 215 km,Tak,Niemcy,Tak,Tak,32 900
citroen,2005,C2,1.4 VTR,3,4,Czarny,Manualna,1 360 cm3,73 KM,Na przednie koła,Benzyna,Auta małe,Używany,213 000 km,,Austria,Tak,Tak,5 900
citroen,2017,Berlingo,,5,,Srebrny,Manualna,1 560 cm3,92 KM,Na przednie koła,Diesel,Minivan,Używany,99 600 km,,,Tak,,35 900
citroen,2008,C5,1.8i 16V Attraction,5,5,Srebrny,Manualna,1 749 cm3,125 KM,Na przednie koła,Benzyna,Sedan,Używany,179 017 km,Tak,Francja,Tak,Tak,18 500
citroen,2013,C4 Aircross,1.6 STT 4x2 Exclusive,5,5,Biały,Manualna,1 590 cm3,117 KM,Na przednie koła,Benzyna,SUV,Używany,199 000 km,Tak,,,Tak,39 900
citroen,2019,C5 Aircross,,5,5,Szary,Automatyczna,1 600 cm3,180 KM,Na przednie koła,Benzyna,SUV,Używany,64 000 km,,,Tak,Tak,78 900
citroen,2010,C3 Picasso,,5,5,Czarny,Manualna,1 560 cm3,90 KM,Na przednie koła,Diesel,Minivan,Używany,156 000 km,Tak,,Tak,Tak,14 500
citroen,2011,C3,,5,5,Złoty,Manualna,1 360 cm3,75 KM,Na przednie koła,Benzyna+LPG,Kompakt,Używany,147 600 km,Tak,Polska,Tak,Tak,19 500
citroen,2015,C4 Cactus,,5,5,Srebrny,Manualna,1 199 cm3,110 KM,Na przednie koła,Benzyna,Kompakt,Używany,111 056 km,,,,Tak,33 000
citroen,2011,C3,1.4 HDi Magic,5,5,Czarny,Manualna,1 398 cm3,68 KM,Na przednie koła,Diesel,Auta małe,Używany,201 000 km,Tak,Niemcy,Tak,Tak,9 999
citroen,2012,C4,,5,5,Biały,Automatyczna,1 598 cm3,120 KM,,Benzyna+LPG,Kompakt,Używany,275 000 km,,,Tak,,19 000
citroen,2015,C4 Grand Picasso,1.6 BlueHDi MoreLife,5,,Czarny,Manualna,1 560 cm3,120 KM,Na przednie koła,Diesel,Minivan,Używany,198 000 km,,Francja,Tak,Tak,29 900
citroen,2024,C3,1.2 PureTech Max EAT6,5,5,Szary,Automatyczna,1 199 cm3,110 KM,Na przednie koła,Benzyna,Auta miejskie,Nowy,1 km,Tak,Polska,,,79 900
citroen,2024,C5X,,5,5,Czarny,Automatyczna,1 199 cm3,130 KM,Na przednie koła,Benzyna,Kompakt,Nowy,2 km,Tak,Polska,,Tak,150 890
citroen,2016,C4 Picasso,BlueHDi 100 Stop&Start Attraction,5,5,Srebrny,Manualna,1 560 cm3,99 KM,Na przednie koła,Diesel,Minivan,Używany,200 000 km,Tak,Polska,Tak,Tak,34 999
citroen,2011,C3 Picasso,1.4i Selection,5,5,Bordowy,Manualna,1 397 cm3,95 KM,Na przednie koła,Benzyna,Minivan,Używany,134 500 km,Tak,Polska,Tak,Tak,21 900
citroen,2011,C4,,5,5,Biały,Manualna,1 560 cm3,110 KM,Na przednie koła,Diesel,Kompakt,Używany,205 000 km,Tak,,Tak,Tak,21 500
citroen,2015,C4 Cactus,,5,5,Szary,Manualna,1 199 cm3,82 KM,Na przednie koła,Benzyna,SUV,Używany,118 000 km,Tak,,Tak,,35 900
citroen,2011,C4 Picasso,1.6 VTi Seduction,5,5,Inny kolor,Manualna,1 598 cm3,120 KM,Na przednie koła,Benzyna,Minivan,Używany,150 000 km,,,Tak,,19 000
citroen,2007,C4,1.4 16V X,3,5,Czarny,Manualna,1 360 cm3,90 KM,Na przednie koła,Benzyna,Auta miejskie,Używany,215 000 km,,Belgia,Tak,Tak,5 500
citroen,2019,C3,1.2 PureTech Feel,5,5,Inny kolor,Manualna,1 199 cm3,83 KM,Na przednie koła,Benzyna,Kompakt,Używany,154 000 km,Tak,,,,39 900
citroen,2020,C-Elysée,1.5 BlueHDi Shine,4,,Biały,Manualna,1 499 cm3,102 KM,Na przednie koła,Diesel,Sedan,Używany,134 000 km,,,Tak,,28 800
citroen,2015,C4,,5,5,Granatowy,Manualna,1 199 cm3,110 KM,,Benzyna,Kompakt,Używany,102 877 km,,,Tak,,22 900
citroen,2011,C4,VTi 120 Tendance,5,5,Srebrny,Manualna,1 598 cm3,120 KM,Na przednie koła,Benzyna,Kompakt,Używany,160 020 km,,,Tak,,18 900
citroen,2005,C5,,5,4,Inny kolor,Manualna,1 997 cm3,136 KM,,Diesel,Kombi,Używany,412 000 km,,,,,3 700
citroen,2024,C4,1.2 PureTech Max S&S EAT8,5,5,Granatowy,Automatyczna,1 199 cm3,130 KM,Na przednie koła,Benzyna,Kompakt,Nowy,5 km,Tak,Polska,,,115 900
citroen,2020,C5 Aircross,,5,5,Czarny,Manualna,1 499 cm3,130 KM,Na przednie koła,Diesel,SUV,Używany,144 560 km,Tak,,Tak,Tak,69 900
citroen,2024,C4,1.2 PureTech Plus S&S,5,5,Szary,Manualna,1 199 cm3,130 KM,Na przednie koła,Benzyna,Kompakt,Nowy,1 km,Tak,Polska,,,106 500
citroen,2023,C5X,,5,5,Fioletowy,Automatyczna,1 598 cm3,225 KM,,Hybryda,Kombi,Używany,10 701 km,Tak,Polska,Tak,Tak,169 900
citroen,2020,Berlingo,M 1.5 BlueHDI Feel Pack S&S,5,5,Biały,Manualna,1 499 cm3,102 KM,Na przednie koła,Diesel,Minivan,Używany,51 250 km,,Francja,Tak,Tak,61 999
citroen,2016,C4 Picasso,e-HDi 115 Attraction,5,7,Szary,Manualna,1 560 cm3,116 KM,Na przednie koła,Diesel,Minivan,Używany,274 000 km,,,Tak,Tak,33 000
citroen,2017,Berlingo,1.6 BlueHDi Feel,5,5,Srebrny,Manualna,1 560 cm3,102 KM,Na przednie koła,Diesel,Minivan,Używany,234 000 km,Tak,Polska,Tak,Tak,28 100
citroen,2019,C5 Aircross,,5,5,Biały,Manualna,1 199 cm3,130 KM,Na przednie koła,Benzyna,SUV,Używany,125 040 km,Tak,Polska,,Tak,59 500
citroen,2019,Berlingo,M 1.5 BlueHDI Feel S&S,5,5,Szary,Manualna,1 499 cm3,130 KM,Na przednie koła,Diesel,Minivan,Używany,131 601 km,Tak,Polska,Tak,Tak,72 900
citroen,2024,C3,1.2 PureTech Max,5,,Czarny,Manualna,1 199 cm3,83 KM,Na przednie koła,Benzyna,Kompakt,Nowy,2 km,Tak,Polska,,,74 300
citroen,2022,C4,1.5 BlueHDi Live Pack S&S,5,5,Szary,Manualna,1 499 cm3,110 KM,Na przednie koła,Diesel,SUV,Używany,139 000 km,Tak,Niemcy,Tak,,64 900
citroen,2009,C3,1.4 HDi Attraction,5,5,Biały,Manualna,1 398 cm3,68 KM,Na przednie koła,Diesel,Auta miejskie,Używany,171 000 km,,,Tak,,6 900
citroen,2006,Berlingo,1.6 16V Style,5,5,Szary,Manualna,1 587 cm3,109 KM,Na przednie koła,Benzyna,Minivan,Używany,159 000 km,,,Tak,,10 900
citroen,2010,C4,1.6 HDi SX Pack,5,5,Czarny,Manualna,1 560 cm3,110 KM,,Diesel,Auta miejskie,Używany,254 963 km,,,Tak,,10 500
citroen,2010,C4 Grand Picasso,,5,,Złoty,Manualna,1 560 cm3,109 KM,,Diesel,Minivan,Używany,211 000 km,,,Tak,,15 999
citroen,2015,C4 Picasso,e-HDi 115 ETG6 Selection,5,5,Srebrny,Automatyczna,1 560 cm3,116 KM,Na przednie koła,Diesel,Minivan,Używany,131 000 km,,,Tak,,29 999
citroen,2010,C4 Picasso,1.6 VTi Attraction,5,5,Srebrny,Manualna,1 598 cm3,120 KM,Na przednie koła,Benzyna,Minivan,Używany,138 000 km,Tak,Niemcy,Tak,Tak,16 900
citroen,2010,C5,2.0 HDi Exclusive,5,5,Granatowy,Manualna,1 997 cm3,163 KM,Na przednie koła,Diesel,Kombi,Używany,380 000 km,Tak,Francja,Tak,Tak,28 000
citroen,2014,C4,1.6 VTi Selection,5,5,Granatowy,Manualna,1 598 cm3,120 KM,Na przednie koła,Benzyna+LPG,Kompakt,Używany,149 630 km,Tak,,Tak,Tak,25 000
citroen,2015,C4 Picasso,BlueHDi 150 EAT6 Exclusive,5,7,Biały,Automatyczna,1 997 cm3,150 KM,Na przednie koła,Diesel,Minivan,Używany,194 220 km,Tak,Niemcy,Tak,,41 900
citroen,2012,C3,,5,5,Czarny,Manualna,1 398 cm3,68 KM,,Diesel,Auta miejskie,Używany,189 000 km,,,Tak,,16 200
citroen,2010,C3,,5,,Szary,Manualna,1 360 cm3,73 KM,Na przednie koła,Benzyna,Auta miejskie,Używany,171 000 km,,,Tak,,17 900
citroen,2023,C4X,,4,5,Biały,Automatyczna,1 199 cm3,131 KM,,Benzyna,Sedan,Używany,30 415 km,,Polska,Tak,,96 900
citroen,2010,C5,Tourer THP 155 Confort,5,5,Szary,Manualna,1 598 cm3,156 KM,Na przednie koła,Benzyna,Kombi,Używany,218 836 km,Tak,,Tak,Tak,20 900
citroen,2008,C4,,3,,Niebieski,Manualna,1 598 cm3,120 KM,Na przednie koła,Benzyna,Kompakt,Używany,162 867 km,,,Tak,,8 500
citroen,2018,C3,1.2 PureTech Shine S&S,5,5,Biały,Manualna,1 199 cm3,110 KM,Na przednie koła,Benzyna,Kompakt,Używany,145 000 km,Tak,Holandia,Tak,Tak,38 200
citroen,2017,C4 Cactus,1.2 PureTech Live EU6,5,5,Biały,Manualna,1 199 cm3,82 KM,Na przednie koła,Benzyna,SUV,Używany,129 000 km,Tak,Polska,Tak,Tak,33 900
citroen,2011,C4 Picasso,1.6 e-HDi FAP EGS6 Exclusive,5,5,Biały,Automatyczna,1 560 cm3,112 KM,Na przednie koła,Diesel,Minivan,Używany,180 000 km,Tak,,Tak,,21 800
citroen,2013,C4,1.6 HDi Attraction,5,5,Biały,Manualna,1 560 cm3,92 KM,Na przednie koła,Diesel,Auta małe,Używany,269 000 km,Tak,Francja,Tak,Tak,22 000
citroen,2016,DS3,,3,,Czarny,Manualna,1 560 cm3,99 KM,,Diesel,Auta małe,Używany,113 408 km,,Wielka Brytania,Tak,,30 900
citroen,2012,Berlingo,VTi 120 Multispace Exclusive,5,5,Niebieski,Manualna,1 598 cm3,120 KM,Na przednie koła,Benzyna,Minivan,Używany,149 000 km,Tak,Niemcy,Tak,,26 900
citroen,2018,DS4,,5,5,Szary,Manualna,1 199 cm3,130 KM,Na przednie koła,Benzyna,Kompakt,Używany,63 648 km,,,Tak,,47 900
citroen,2011,Berlingo,1.6 HDi XTR,5,5,Czarny,Manualna,1 560 cm3,92 KM,Na przednie koła,Diesel,Minivan,Używany,246 500 km,,,Tak,,18 900
citroen,2022,SpaceTourer,2.0 BlueHDi M Business Lounge,5,8,Srebrny,Automatyczna,1 997 cm3,177 KM,Na przednie koła,Diesel,SUV,Używany,38 500 km,Tak,Polska,Tak,Tak,165 000
citroen,2019,Jumpy Combi,,3,,Srebrny,Manualna,1 997 cm3,122 KM,,Diesel,Kombi,Używany,140 000 km,,,Tak,,"68 066,97"
citroen,2013,Berlingo,,4,3,Biały,Manualna,1 560 cm3,90 KM,Na przednie koła,Diesel,Minivan,Używany,222 255 km,Tak,Polska,Tak,Tak,22 900
citroen,2020,C3,1.2 PureTech Shine,5,5,Szary,Manualna,1 199 cm3,110 KM,Na przednie koła,Benzyna,Auta miejskie,Używany,89 074 km,Tak,Polska,,,51 900
citroen,2009,C5,Tourer 2.0 16V Exclusive,5,5,Złoty,Automatyczna,1 997 cm3,140 KM,Na przednie koła,Benzyna+LPG,Kombi,Używany,259 000 km,,,Tak,,24 300
citroen,1995,XM,,5,5,Granatowy,Manualna,2 088 cm3,109 KM,Na przednie koła,Diesel,Kompakt,Używany,2 871 300 km,,,Tak,,19 500
citroen,2011,C4 Picasso,1.6 HDi Selection MCP,5,5,Szary,Automatyczna,1 560 cm3,112 KM,Na przednie koła,Diesel,Kompakt,Używany,261 000 km,,,Tak,,14 200
citroen,2017,C4 Cactus,,5,5,Czarny,Manualna,1 199 cm3,82 KM,,Benzyna,Kompakt,Używany,112 500 km,Tak,Polska,Tak,Tak,37 000
citroen,2010,Berlingo,1.6 HDi Multispace,4,,Czarny,Manualna,1 560 cm3,110 KM,,Diesel,Minivan,Używany,197 000 km,,,Tak,,23 900
citroen,2023,C3 Aircross,1.2 PureTech Shine S&S EAT6,5,5,Bordowy,Automatyczna,1 199 cm3,130 KM,Na przednie koła,Benzyna,SUV,Używany,11 666 km,Tak,Polska,,Tak,83 900
citroen,2023,C3,Pure Tech 83 S&S ELLE,5,5,Szary,Manualna,1 199 cm3,83 KM,Na przednie koła,Benzyna,Auta miejskie,Używany,8 600 km,Tak,,Tak,,52 800
citroen,2010,Berlingo,1.6 16V Multispace,5,5,Czarny,Manualna,1 587 cm3,109 KM,Na przednie koła,Benzyna,Minivan,Używany,252 000 km,Tak,Polska,,Tak,21 900
citroen,2013,C3,,5,5,Szary,Manualna,1 199 cm3,82 KM,Na przednie koła,Benzyna,Auta miejskie,Używany,102 000 km,,Szwajcaria,Tak,Tak,17 800
citroen,2019,C5 Aircross,Pure Tech 180 S&S EAT8 SHINE PACK,5,,Biały,Automatyczna,1 598 cm3,181 KM,Na przednie koła,Benzyna,SUV,Używany,179 999 km,,,Tak,,72 999
citroen,2005,C4,1.6 HDi Equilibre Pack,5,5,Błękitny,Manualna,1 560 cm3,110 KM,Na przednie koła,Diesel,Auta małe,Używany,204 000 km,,,Tak,,9 500
citroen,2013,DS5,1.6 THP SportChic,5,5,Czarny,Manualna,1 598 cm3,200 KM,Na przednie koła,Benzyna,Kompakt,Używany,87 000 km,Tak,Polska,Tak,Tak,36 900
citroen,2018,DS4,PureTech 130 Stop&Start Limited Edition 1955,5,5,Czarny,Manualna,1 199 cm3,130 KM,Na przednie koła,Benzyna,Kompakt,Używany,85 000 km,,,Tak,Tak,49 900
citroen,2003,C2,1.4 VTR,3,4,Czerwony,Manualna,1 360 cm3,73 KM,Na przednie koła,Benzyna,Auta małe,Używany,241 894 km,,,Tak,Tak,4 100
citroen,2013,C3 Picasso,1.4i Exclusive,5,5,Srebrny,Manualna,1 397 cm3,95 KM,Na przednie koła,Benzyna,Minivan,Używany,127 800 km,,Niemcy,Tak,,20 400
citroen,2019,C5 Aircross,Pure Tech 180 S&S EAT8 SHINE,5,5,Biały,Automatyczna,1 598 cm3,181 KM,Na przednie koła,Benzyna,SUV,Używany,161 417 km,Tak,Polska,Tak,Tak,76 900
citroen,2017,C4 Picasso,1.6 THP Shine S&S EAT6,5,5,Szary,Automatyczna,1 598 cm3,165 KM,Na przednie koła,Benzyna,Minivan,Używany,139 916 km,Tak,,Tak,Tak,52 700
citroen,2024,C4X,,5,5,Biały,Automatyczna,1 199 cm3,130 KM,Na przednie koła,Benzyna,Kompakt,Nowy,3 km,Tak,,,,108 590
citroen,2015,C4 Cactus,PureTech 82 Selection,5,5,Srebrny,Manualna,1 199 cm3,82 KM,Na przednie koła,Benzyna,SUV,Używany,106 532 km,,,,,37 800
citroen,2006,Xsara Picasso,1.6 Exclusive,5,5,Inny kolor,Manualna,1 587 cm3,109 KM,Na przednie koła,Benzyna,Minivan,Używany,150 200 km,Tak,Niemcy,Tak,Tak,10 400
citroen,2009,C5,,5,,Inny kolor,Manualna,1 749 cm3,125 KM,,Benzyna,Kombi,Używany,171 000 km,,,Tak,,11 900
citroen,2019,C3 Aircross,1.2 PureTech Feel S&S,5,5,Szary,Manualna,1 199 cm3,110 KM,Na przednie koła,Benzyna,SUV,Używany,73 500 km,Tak,Polska,Tak,Tak,43 900
citroen,2016,C4 Picasso,,5,5,Szary,Manualna,1 560 cm3,120 KM,Na przednie koła,Diesel,Minivan,Używany,116 033 km,,Francja,Tak,Tak,47 500
citroen,2015,C3,,5,,Granatowy,Manualna,1 398 cm3,68 KM,,Diesel,Kompakt,Używany,137 229 km,,,Tak,,21 800
citroen,2013,Berlingo,1.6 VTi 16V Multispace,5,,Biały,Manualna,1 598 cm3,120 KM,Na przednie koła,Benzyna,Minivan,Używany,116 000 km,,,Tak,,29 900
citroen,2009,C5,2.0i 16V Exclusive,4,5,Czarny,Manualna,1 997 cm3,140 KM,Na przednie koła,Benzyna+LPG,Sedan,Używany,400 700 km,Tak,Holandia,Tak,Tak,11 000
citroen,2011,C-Zero,Standard,5,4,Biały,Automatyczna,,67 KM,Na tylne koła,Elektryczny,Auta małe,Używany,96 500 km,,,Tak,,13 500
citroen,2014,DS4,e-HDi 115 SoChic,5,5,Biały,Manualna,1 560 cm3,114 KM,Na przednie koła,Diesel,Kompakt,Używany,148 000 km,,,Tak,,31 900
citroen,2019,C5 Aircross,1.5 BlueHDi C-Series EAT8,5,5,Biały,Automatyczna,1 499 cm3,130 KM,Na przednie koła,Diesel,SUV,Używany,46 000 km,,,Tak,Tak,76 900
citroen,2015,DS3,,3,5,Biały,Manualna,1 199 cm3,110 KM,Na przednie koła,Benzyna,Auta miejskie,Używany,84 994 km,,,,Tak,34 900
citroen,2004,C5,,5,5,Szary,Manualna,1 997 cm3,138 KM,Na przednie koła,Benzyna+LPG,Kompakt,Używany,202 000 km,,,Tak,,6 900
citroen,2023,C5X,,5,5,Szary,Automatyczna,1 598 cm3,179 KM,,Hybryda Plug-in,Kompakt,Nowy,5 km,Tak,,,,199 000
citroen,2010,C5,Tourer THP 155 by Carlsson,5,5,Biały,Automatyczna,1 598 cm3,156 KM,Na przednie koła,Benzyna,Kombi,Używany,94 000 km,Tak,,Tak,,35 900
citroen,2011,C4,1.4 VTi Attraction,5,5,Szary,Manualna,1 397 cm3,95 KM,Na przednie koła,Benzyna+LPG,Auta miejskie,Używany,151 006 km,,,Tak,,18 900
citroen,2018,C3,1.5 BlueHDi Shine S&S,5,5,Srebrny,Manualna,1 499 cm3,102 KM,Na przednie koła,Diesel,Auta miejskie,Używany,40 000 km,,Francja,Tak,Tak,44 000
citroen,2020,C5 Aircross,BlueHDI 130 S&S LIVE,5,5,Szary,Manualna,1 499 cm3,131 KM,Na przednie koła,Diesel,SUV,Używany,154 000 km,Tak,,Tak,Tak,65 900
citroen,2015,C4 Picasso,,5,5,Czarny,Automatyczna,1 598 cm3,164 KM,Na przednie koła,Benzyna,SUV,Używany,108 000 km,,,Tak,Tak,44 500
citroen,2009,C4 Picasso,1.6 HDi X,5,5,Srebrny,Manualna,1 560 cm3,110 KM,Na przednie koła,Diesel,Minivan,Używany,274 422 km,Tak,,Tak,Tak,11 500
